K,Accuracy
1,0.6666666666666666
3,0.5
5,0.5666666666666667
7,0.5
9,0.5
11,0.5666666666666667
13,0.5666666666666667
15,0.5666666666666667
17,0.5333333333333333
19,0.5333333333333333
